route_id,onestop_id,route_short_name,route_long_name,route_type,route_color,agency_name,agency_onestop_id,feed_version_id,feed_onestop_id
12865806,r-75cq0-922,922,Tubiacanga - Aeroporto Internacional do RJ (AIRJ) (via Via Ligth) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862387,r-75cjz-680,680,Penha (Iapi) - Méier (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860289,r-75cjy-653,653,Marechal Hermes - Méier (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862304,r-75cm8-441,441,Caju - Lido (via São Cristóvão/Túnel Rebouças) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860181,r-75cm-485,485,Penha - Siqueira Campos (via Linha Vermelha/Túnel Santa Bárbara),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865620,r-75cj-731,731,Campo Grande - Marechal Hermes (via Estrada da Posse),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866497,r-75cm8-229,229,Usina - Castelo (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861352,r-75cm-335,335,Cordovil - Tiradentes (Rápido) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860342,r-75cm-438,438,Vila Isabel - Leblon (via Jóquei) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862188,r-75cjy-678,678,Méier - Vila Valqueire,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864239,r-75cj-866,866,Campo Grande - Pedra de Guaratiba (via Estrada do Magarça) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861114,r-75cj-638,638,Saens Peña - Marechal Hermes (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861152,r-75cm2-463,463,São Cristóvão - Copacabana (via Túnel Rebouças/Túnel Velho) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863052,r-75cnn-775,775,Vigário Geral - Madureira (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867330,r-75cj-378,378,Marechal Hermes - Castelo,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862136,r-75cj-361,361,Recreio dos Bandeirantes - Carioca (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864001,r-75cm-2018,2018,Aeroporto Internacional do RJ (AIRJ) - Alvorada,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868616,r-75cjz-622,622,Penha - Saens Peña (via Grajaú) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860223,r-75cj-794,794,Cascadura - Bangu (via Barata),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863199,r-75cjy-676a,676A,Madureira - Meier (via Cascadura),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862259,r-75cm9-180,180,Cosme Velho - Central (via Largo do Machado),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861122,r-75cj-358,358,Cosmos - Candelária,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862328,r-75cm-486,486,Fundão - Siqueira Campos (via Túnel Santa Bárbara),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861088,r-75cj-344,344,Rocha Miranda - Praça XV (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860095,r-75cnn-920,920,Pavuna - Bonsucesso (via Fazenda Botafogo),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863309,r-75cm9-201,201,Santa Alexandrina - Praça XV (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866641,r-75cjz-662,662,Méier - Maria da Graça (via Del Castilho) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861315,r-75cj-301,301,Rodoviária - Barra da Tijuca (via Av. das Américas),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865848,r-75cm2-415,415,Usina - Leblon (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863176,r-75cj-311,311,Engenheiro Leal - Praça XV (via Cavalcanti) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860091,r-75cjm-887,887,Pechincha - Barra da Tijuca (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867184,r-75cjy-928,928,Marechal Hermes - Ramos (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867241,r-75cnj-773,773,Pavuna - Cascadura (via Estrada do Camboatá) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861369,r-75cj-397,397,Campo Grande - Carioca,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860293,r-75cq-327,327,Ribeira - Castelo (via Linha Vermelha) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863162,r-75cj8-836,836,Caboclos - Campo Grande (via R. Olinda Ellis) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868523,r-75cj-957,957,Maré - Alvorada (via Botafogo/Av. Sernambetiba),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861340,r-75cnn-942,942,Penha - Pavuna,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863348,r-75cjg-741,741,Barata - Bangu (via Murundu) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860308,r-75cm8-433,433,Vila Isabel - Praia de Botafogo (Via Lapa) Circular,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864218,r-75cjz-679,679,Grotão - Méier (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861072,r-75cj-390,390,Curicica - Candelária (via Estrada do Guerenguê),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861307,r-75cj-238,238,Água Santa - Praça XV (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863255,r-75cm9-107,107,Central - Urca (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861319,r-75cj-369,369,Bangu - Candelária,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866441,r-75cj-232,232,Lins - Castelo (via R. Aquidabã),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860201,r-75cj-786,786,Campo Grande - Marechal Hermes,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12869125,r-75cj-2110,2110,Gardênia Azul - Castelo,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863100,r-75cj-383,383,Realengo - Praça da República (Via Sulacap),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864101,r-75cj8-838,838,Jardim Maravilha - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865852,r-75cj9-847,847,Rio da Prata - Campo Grande (via Estrada do Lameirão),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861080,r-75cj-315,315,Recreio dos Bandeirantes - Central (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868712,r-75cm9-202,202,Rio Comprido - Praça XV (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860067,r-75cjj-844,844,Barra Shopping - Barrinha (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860107,r-75cj-746,746,Jabour - Cascadura (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867258,r-75cm8-473,473,São Januário - Siqueira Campos (via Túnel Rebouças) Circular,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
13399815,r-75cj-302,302,Rodoviária - Recreio dos Bandeirantes (via Av. Sernambetiba),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864027,r-75cm-443,443,Maré - Leblon (via Central) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860402,r-75cn-384,384,Pavuna - Passeio,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864222,r-75cjb-895,895,Serrinha - Campo Grande (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860390,r-75cn-349,349,Rocha Miranda - Castelo (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863292,r-75cjtk-859,859,Covanca - Largo do Tanque (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861286,r-75cj-395,395,Coqueiros - Tiradentes,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860115,r-75cm-484,484,Olaria - Copacabana (via Aterro do Flamengo) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867435,r-75cjt-760,760,Curicica - Madureira (via Estrada do Guerenguê) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862106,r-75cj-351,351,Irajá - Passeio (via Praça Vinte Sete de Agosto) (Rápido),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866696,r-75bvtg-892,892,São Benedito - Santa Cruz (via Matadouro) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862118,r-75cm8-603,603,Usina - Praça Saens Peña (via São Miguel),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863037,r-75cjb-850,850,Mendanha - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861412,r-75cj-867,867,Barra de Guaratiba - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863211,r-75cnp-915,915,Bonsucesso - Aeroporto Internacional do RJ (AIRJ) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862436,r-75cj-398,398,Campo Grande - Tiradentes (via Av. Brasil),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864851,r-75cj-688,688,Pavuna - Méier (via R. José dos Reis),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860322,r-75cj8-843,843,Campo Grande - Boa Esperança (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863064,r-75cm22-503,503,Alto Leblon - Gávea (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861156,r-75cm8-2203,2203,Grajaú - Castelo (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
13439213,r-75cj-665,665,Pavuna - Saens Peña (via Av. Pastor Martin Luther King),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863362,r-75bv-884,884,Sepetiba - Campo Grande (via Estrada do Magarça),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867300,r-75cmb-616,616,Del Castilho - Fundão (via Cidade Universitária),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862218,r-75cjy-721,721,Cascadura - Vila Cruzeiro,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863192,r-75cj-669,669,Pavuna - Cachambi (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865049,r-75cm-634,634,Bananal - Saens Peña,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860227,r-75cm8-475,475,Méier - Prado Júnior (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860169,r-75cj-745,745,Bangu - Cascadura,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868694,r-75bvn-891a,891A,Sepetiba - Mato Alto,3,99CCFF,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861400,r-75cj-350,350,Irajá - Passeio (Rápido),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865864,r-75bvw-858,858,Campo Grande - Santa Cruz (via Conjunto Cesarão/Conjunto Alvorada),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861266,r-75cjz-661,661,Méier - Maria da Graça (via R. Álvares Cabral/Norteshopping) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860075,r-75cjb-824,824,Campo Grande - Santa Maria (Vila Nova)  (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861236,r-75cnh-779,779,Pavuna - Madureira (via R. João Vicente),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862358,r-75cj-247,247,Camarista Méier - Passeio (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
13448497,r-75cj-754,754,São Fernando - Coelho Neto (via Santa Cruz),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860243,r-75cm-310,310,Engenho da Rainha - Praça XV (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860267,r-75cm-456,456,Norte Shopping - Siqueira Campos (via Túnel Santa Bárbara),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860370,r-75cj-751,751,Jardim Novo (Realengo) - Cascadura,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865794,r-75cq-924,924,Aeroporto Internacional do RJ (AIRJ) - Bananal,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867310,r-75cm-635,635,Bananal - Saens Peña (via Linha Vermelha/Cidade Universitária),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12869782,r-75cj-525,525,General Osório - Alvorada,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867907,r-75cj-650,650,Marechal Hermes - Engenho Novo (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860121,r-75cm-402,402,Engenho da Rainha - Gávea,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860235,r-75bv-804,804,Largo do Aarão - Campo Grande (via R. Felipe Cardoso),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863041,r-75cm8-409,409,Saens Peña - Jardim Botânico (via Horto),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865667,r-75cj-738,738,Urucânia - Marechal Hermes,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862368,r-75cm8-217,217,Andaraí - Carioca (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861118,r-75cj-600,600,Taquara - Saens Peña (via Cidade de Deus/Av. Menezes Cortes),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861323,r-75cmb-2145,2145,Aeroporto Internacional do RJ (AIRJ) - Aeroporto Santos Dumont,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862158,r-75cm2-460,460,São Cristóvão - Leblon (via Túnel Rebouças) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863277,r-75cm-498,498,Circular da Penha - Cosme Velho,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868547,r-75cnh-793,793,Magalhães Bastos - Pavuna,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864254,r-75cm8-434,434,Grajaú - Praia de Botafogo (via Lapa) Circular,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866675,r-75cm2-583,583,Cosme Velho - Leblon (via Jóquei) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865790,r-75cj8-845,845,Campo Grande - Cantagalo (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861244,r-75cm-483,483,Penha - Siqueira Campos (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864879,r-75cq-329,329,Bancários - Castelo (via Praia da Rosa) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862226,r-75cn-910,910,Bananal - Madureira (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861274,r-75cj-389,389,Vila Aliança - Carioca (Rápido),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864871,r-75cmb-210,210,Caju - Candelária (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862275,r-75bv-839,839,Campo Grande - Cesarão (via Estrada Urucânia) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865894,r-75cm2-416,416,Saens Peña - Jardim Botânico (Horto) (via Túnel Rebouças),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866651,r-75cj-555,555,Rio das Pedras - Gávea,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868020,r-75cm9-010,010,Fátima - Central (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864005,r-75cj-2307,2307,Jardim Sete de Abril - Castelo (via Av. Pres. Vargas),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861331,r-75cm8-605,605,Vila Isabel - São Francisco Xavier,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860378,r-75cj9-846,846,Rio da Prata - Campo Grande (via Estrada do Cabuçu),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862279,r-75cm2-462,462,São Cristóvão - Copacabana (via Túnel Rebouças) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862094,r-75cnp-334,334,Cordovil - INTO (via Praça das Nações) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861160,r-75cq-325,325,Ribeira - Castelo (via Linha Vermelha) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863372,r-75cj9-848,848,Campo Grande - Bairro Monte Santo (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861252,r-75bv-898,898,Sepetiba - Campo Grande (via Estrada do Campinho),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860231,r-75cj-607,607,Cascadura - Rio Comprido (via Estácio) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860111,r-75bv-825,825,Jesuítas - Campo Grande (via Santa Cruz),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865695,r-75bvz-833,833,Conjunto Manguariba - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867245,r-75cj-364,364,Jardim Bangu - Tiradentes,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861196,r-75cj-752,752,Conjunto dos Palmares - Coelho Neto,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861144,r-75cj-2332,2332,Campo Grande - Castelo (via Av. Santa Cruz),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864875,r-75cj-277,277,Rocha Miranda - Praça XV (via São Cristóvão) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860374,r-75cj-737,737,Santíssimo - Marechal Hermes (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862098,r-75cj-342,342,Jardim América - Castelo,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863331,r-75cj-2303,2303,Cesarão - Carioca,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865017,r-75cj-365,365,Mendanha - Tiradentes (Expresso),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864204,r-75bv-871,871,Sepetiba - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864200,r-75cnp-906,906,Jardim América - Caju,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863033,r-75cj-345,345,Barra da Tijuca - Candelária (via Furnas),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865782,r-75cj-338,338,Taquara - Candelária (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862184,r-75cj-2112,2112,Taquara - Castelo (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862241,r-75cj-2802,2802,Santa Cruz - Barra da Tijuca (via Av. das Américas),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864194,r-75cmb-320,320,Parque União - Praça XV (Aeroporto) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12863993,r-75bvw-813,813,Manguariba - Santa Cruz (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868117,r-75cj-936,936,Campo Grande - Cidade Universitária (via Av. Brasil),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861099,r-75cj-917,917,Realengo - Bonsucesso,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865027,r-75cnn-950,950,Vicente Carvalho - Vista Alegre (via Av. Meriti),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862415,r-75cm-404,404,Cordovil - Leblon (via Av. Brasil) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866457,r-75cj-923,923,Jardim Violeta - Iapi da Penha (via Bangu),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867268,r-75cj-946,946,Pavuna - Engenho da Rainha (via Av. Dom Helder Câmara),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865659,r-75cj-756,756,Santa Cruz - Coelho Neto,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862411,r-75cn-945,945,Pavuna - Cidade Universitária,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
13419130,r-75cj-343,343,Joatinga - Praça XV (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864156,r-75cn-373,373,Pavuna - Passeio (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861420,r-75cm8-422,422,Grajaú - Cosme Velho,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864166,r-75cm-464,464,Maracanã - Praia de Botafogo (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860358,r-75cm8-220,220,Usina - Candelária (via R. Haddock Lobo) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860330,r-75cj-2918,2918,Aeroporto Internacional do RJ (AIRJ) - Alvorada (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864823,r-75cjb-821,821,Campo Grande - Corcundinha (via Estrada das Capoeiras) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861212,r-75cm9-014,014,Paula Matos - Castelo (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866665,r-75cj-933,933,Catiri - Cidade Universitária (via Bangu/Av. Brasil),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865774,r-75cjv-781,781,Cascadura - Marechal Hermes (via Praça Seca) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860165,r-75cjb-869,869,Santa Margarida - Campo Grande (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860255,r-75cn-385,385,Village Pavuna - Passeio (via Estrada do Camboatá),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860350,r-75cjy-651,651,Méier - Cascadura (via R. Arquias Cordeiro) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864930,r-75cmb-330,330,Parque União - Castelo (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861136,r-75cj-371,371,Praça Seca - Praça da República,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866589,r-75cj-317,317,Alvorada - Central (via Túnel Santa Bárbara) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862403,r-75cmb-2101,2101,Aeroporto Internacional do RJ (AIRJ) - Aeroporto Santos Dumont (Expresso),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860251,r-75cj-693,693,Méier - Alvorada (via R. Dias da Cruz/Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12868555,r-75cm3-157,157,Gávea - Central (via Lagoa/Leblon),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866526,r-75cjm-861,861,Rio das Pedras - Curicica (via Cidade de Deus),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861404,r-75cm9-184,184,Laranjeiras - Central,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862166,r-75cj-826,826,Joatinga  -  Vargem Grande (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865722,r-75cj-550,550,Cidade de Deus - Gávea,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865856,r-75cj-2310,2310,Bangu - Carioca,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
13409309,r-75cj-303,303,Rodoviária - Barra da Tijuca (via Linha Amarela) (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861295,r-75cj-908,908,Bonsucesso - Guadalupe (via Metrô Inhaúma),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
